4194304		41.272466
8388608		43.092362
12582912	42.854509
16777216	42.560046
20971520	40.840329
25165824	43.298786
29360128	20.179117
33554432	22.064352
37748736	23.941077
41943040	25.619218
46137344	26.603327
50331648	28.029736
54525952	29.678161
58720256	54.214736
62914560	54.530527
67108864	54.581455
71303168	54.613290
75497472	54.598708
79691776	54.647554
83886080	54.485175
