5											0
6											3.8555
7											0
8											0
9											0
10											0
11											3.86523
12											15.2565
13											0
14											0
15											3.86348
16											0
17											0
18											0
19											11.5241
20											3.86299
21											3.86716
22											7.73134
23											0
24											3.86549
25											0

