4194304	113.815985
8388608	111.471445
12582912	112.869855
16777216	112.968091
20971520	113.380298
25165824	113.154361
29360128	113.480672
33554432	113.335560
37748736	113.274986
41943040	113.268081
46137344	112.998728
50331648	113.391995
54525952	113.323939
58720256	113.385829
62914560	113.385621
67108864	113.269966
71303168	113.452291
75497472	113.196355
79691776	111.414318
83886080	113.310002
